sub,state,city,age,sdacown,sdacee,sdacnotnec,sdacwant,sdacss,sdacnotworth,sdacqol,sdacnotbad,sdacee2x,siwastee,sidivest,sirenslow,sirenair,siglobal,siccdrastic,sisoc,sicccit,siccgov,siccrich,siccus,sicclux,sieeworth,siwestcut,siev,sisolar,sisolarenv,sifoodwaste,simeat,sidevair,siairpol,sinewbldg,sirenter,sirichstd,sisuccess,sicomfort,sisaving,siwaste,dacown,dacee,dacee2x,dacnotnec,dacss,dacnotworth,dacqol,dacnotbad,pacee2x,pacnotnec,pacss,pacnotworth,pacqol,pacnotbad,bacvsother,bpayeeac,bpubtrans,attention,gender,gender_text,race,race_text,edu,edu_text,employ,marital,income,income_text,home,monthlyexp,residence,politics,party,class,n4wheel,n2wheel,time
R_8kn5mEgsDN3eB69,33,Elmhurst ,21,7,3,1,7,2,2,6,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,2,4,4,3,6,6,4,3,5,6,4,6,4,4,4,3,4,4,4,6,4,2,1,1,4,6,6,2,0,7,5,2,,4,,5,,private,1,7,,2,2500,1,4,3,3,0,0,547
R_1dtyWSWB2xNTNj0,45,Odessa,62,6,3,3,6,5,3,5,6,3,3,3,2,4,2,3,4,2,3,2,4,2,3,2,2,2,3,5,2,3,3,3,3,4,3,5,5,3,6,5,5,3,4,2,6,4,6,4,2,4,4,3,4,2,1,5,1,,"1,7",,6,,retire,1,5,,1,1000,1,2,2,3,2,0,1432
R_1rIhnqoHiH8PAUU,33,Albany ,69,7,6,2,7,2,2,6,6,4,6,2,6,4,2,4,2,2,5,2,4,4,3,4,3,4,3,2,2,3,2,6,4,3,2,3,6,6,6,2,5,2,3,2,6,5,5,2,6,2,6,6,5,1,2,5,1,,"1,7",,2,,retire,2,7,,1,4000,2,4,3,4,1,0,1851
R_2CkRDG3mKRllCKg,33,Rochester,58,5,2,2,7,4,2,6,4,2,2,4,4,2,3,3,5,3,3,5,3,5,5,3,4,3,5,6,2,3,4,3,6,5,2,5,4,2,4,5,4,4,3,4,4,3,6,4,2,4,4,2,4,2,1,5,1,,7,,8,,gov,2,12,,1,1600,1,4,1,3,2,3,533
R_9t0NM4gC1h1vDLX,33,New York City ,28,5,6,2,2,6,6,6,6,6,5,6,6,7,6,6,6,5,6,6,6,6,7,5,6,6,6,6,6,7,5,4,6,7,5,5,6,5,6,2,2,2,4,6,5,2,6,7,6,6,5,7,5,2,6,5,1,,7,,8,,self,2,13,,1,3700,1,6,1,2,2,2,1108
R_2BlzJBDEV8a3xgM,45,coldspring,70,6,4,2,6,2,2,6,6,2,2,5,5,3,3,2,4,4,2,5,3,4,4,2,3,4,3,4,2,5,4,4,5,4,3,4,4,6,5,3,5,2,4,3,4,5,3,2,2,2,6,4,6,1,2,5,1,,7,,4,,retire,2,6,,1,1200,3,4,3,3,2,0,4784
R_2rw53fwLgSact3l,33,New York,34,4,7,2,5,4,2,6,3,4,6,3,3,6,2,4,4,2,6,2,5,2,1,4,4,6,3,2,3,2,6,5,4,4,3,2,2,7,4,5,5,4,3,2,6,2,7,2,5,1,6,1,4,1,3,5,1,,7,,6,,private,2,10,,1,1800,1,2,2,4,1,0,1078
R_2WMXYIlKm04g3H1,45,DALLAS,47,6,7,1,7,1,1,7,7,4,3,2,2,5,2,1,2,1,7,1,3,1,5,2,2,2,1,4,1,1,2,4,2,7,2,6,4,5,4,4,4,4,4,1,4,4,5,1,2,2,7,6,6,2,5,5,2,,"3,4",,5,,self,2,7,,2,1200,2,4,1,3,0,0,1730
R_31FQiuX94IEwlxD,45,Eddy,67,6,4,2,7,6,3,6,2,5,2,3,3,3,2,3,3,4,5,2,5,3,3,4,2,3,5,3,2,3,2,4,3,2,3,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,1,2,5,1,,7,,4,,retire,3,5,,1,600,3,4,3,4,1,0,621
R_1LhyUhFqX50Z2b7,33,Brentwood,20,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,5,2,,8,hondurian,2,,student,1,5,,3,1000,3,4,1,4,2,0,362
R_UgwNQlZfkNE96Ip,45,Sanger,42,7,7,1,7,7,6,7,7,4,1,4,2,7,4,5,4,3,4,4,7,2,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,5,1,,7,,4,,self,2,8,,1,600,3,4,2,3,0,0,1140
R_6Fpkt05b2crk9Ed,45,Richmond ,61,4,4,4,3,7,3,4,7,3,3,5,5,1,5,3,6,3,3,4,3,3,4,5,2,2,6,5,2,3,5,6,3,2,6,6,4,2,5,2,1,1,4,1,5,5,3,2,3,4,5,4,3,0,2,5,1,,7,,6,,handi,1,4,,2,1300,2,4,1,3,0,0,1007
R_1S9ztBAAUB6TrVL,33,Staten Island,29,6,5,3,6,5,2,6,2,3,2,2,2,3,2,5,5,3,5,4,3,2,3,6,4,6,3,3,5,2,5,5,3,6,3,6,4,3,7,6,6,3,5,5,4,3,5,2,5,2,6,5,5,3,5,5,1,,2,,6,,private,1,9,,1,2000,1,6,1,3,1,0,1302
R_1hJWuHZaij7V5yQ,45,Odessa,69,4,2,2,5,2,2,6,6,2,2,6,5,2,6,2,6,3,3,2,2,5,4,2,2,2,6,5,2,1,2,2,4,3,4,4,3,3,3,4,4,2,4,2,4,4,3,3,1,2,6,6,4,1,1,5,1,,7,,6,,retire,2,6,,1,2500,2,4,3,4,2,0,1090
R_3qU0NoTTNjv8ubh,45,Denton,44,4,4,2,6,6,3,6,6,2,4,4,4,4,3,3,6,4,3,5,3,6,4,3,4,3,5,5,2,3,3,4,5,3,6,5,5,3,4,4,4,3,5,3,5,4,3,2,6,2,7,5,7,2,2,5,1,,7,,2,,unemploy,1,7,,1,500,2,2,2,3,1,0,3665
R_2UhE9i8qPziWCBC,33,New York,51,3,2,2,6,7,2,6,4,1,5,4,4,5,4,6,6,3,5,2,6,3,2,5,6,2,6,2,3,2,7,7,6,5,1,5,3,7,5,5,5,4,4,2,6,3,5,2,7,3,7,3,7,2,7,5,1,,2,,8,,private,1,12,,1,1000,1,6,1,2,0,0,1590
R_2S77nql3x9AW5Vw,33,Albany,24,6,2,3,5,6,4,6,6,3,4,5,3,3,5,3,5,6,4,5,4,5,5,3,4,3,5,5,3,2,3,4,4,6,3,6,6,2,6,5,4,4,6,3,6,5,6,5,4,4,5,4,2,2,6,5,1,,4,,6,,self,1,6,,2,575,3,5,1,4,2,1,1402
R_1dH5oXwlG93bZqG,33,New york,40,7,6,2,7,7,2,7,5,7,7,3,4,7,2,7,3,2,7,2,7,1,2,2,7,2,2,2,1,2,3,7,2,2,2,2,2,7,7,7,7,2,7,2,7,7,7,3,7,2,7,7,7,5,2,5,1,,7,,8,,private,2,12,,1,1000,1,2,1,2,1,1,1340
R_2zubcWwBFS5QWpy,45,Cypress ,69,6,6,3,6,2,3,4,6,2,2,4,2,4,3,3,4,3,4,2,4,3,4,2,2,3,3,5,3,2,2,4,4,3,4,5,5,2,6,5,4,2,3,2,4,4,4,2,2,2,6,6,5,1,1,5,1,,7,,5,,retire,2,9,,1,1000,2,2,2,3,0,0,862
R_2CdNQj5LEMyLJD6,45,tomball,57,6,4,6,6,3,2,6,5,2,4,5,3,4,3,2,5,4,3,2,4,3,3,3,2,2,5,4,2,2,4,4,3,5,4,4,3,2,4,4,1,2,5,2,4,4,2,2,4,2,5,4,5,1,2,5,1,,7,,6,,private,1,8,,1,1500,2,3,3,4,0,0,598
R_1ezSfTfxkCpWCgP,33,Bronx,48,1,2,1,1,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,6,2,7,6,7,6,2,6,6,6,7,6,2,6,4,7,6,6,2,6,5,1,,7,,8,,private,2,13,,1,12500,1,2,1,2,1,0,1818
R_3n6QGIFcm6Ud9Ve,45,El Paso,33,6,7,1,7,7,2,7,7,6,7,7,7,7,1,7,2,3,7,2,7,2,2,5,6,6,2,3,5,6,5,5,3,5,4,4,2,2,7,6,5,1,6,1,7,6,7,1,7,1,7,7,5,2,1,5,1,,4,,4,,self,2,7,,1,2200,1,1,1,2,1,1,1334
R_50y4sHBL5XhLehz,33,Brooklyn ,68,6,4,2,6,5,3,6,6,3,4,3,2,4,2,3,4,4,4,4,5,5,3,5,5,4,3,4,3,5,4,4,2,5,2,5,3,2,4,4,3,6,5,5,5,4,5,2,4,4,6,6,6,1,6,5,1,,7,,6,,retire,2,8,,1,2500,1,4,2,3,1,0,1385
R_UWJ13NXPh58TBVD,45,Burkburnett,18,7,4,1,7,2,1,7,4,2,2,4,2,2,3,3,6,3,2,2,2,3,2,2,3,2,3,3,3,3,4,5,1,4,4,2,3,2,7,6,5,1,4,1,5,4,4,1,6,1,6,5,6,2,1,5,1,,7,,4,,self,1,7,,2,1100,2,3,3,5,2,0,1230
R_1o56azRWUWVIxft,45,FORT WORTH Texas,57,7,6,1,7,2,2,7,4,3,4,4,4,4,4,4,4,4,5,4,4,3,2,5,4,4,4,2,2,4,4,5,4,5,3,5,5,6,4,4,4,4,4,4,4,4,4,2,2,2,6,2,6,1,2,5,1,,"1,6,7",,6,,self,3,9,,2,3000,1,7,1,3,1,1,1413
R_0N6Se7Tp5AFr41H,33,New York,35,6,6,2,7,3,2,6,6,5,7,1,1,6,1,6,2,2,7,3,7,7,2,2,7,6,3,1,2,3,7,6,2,6,2,2,3,7,6,5,6,2,3,3,6,6,4,2,5,2,5,6,2,4,2,5,1,,7,,8,,gov,2,6,,1,350,1,1,1,3,1,1,1175
R_1GZknEJ45ZcMKAc,45,Cleburne,63,6,6,2,7,1,2,5,6,2,2,2,2,2,2,2,6,3,3,1,4,1,3,1,2,2,6,2,2,2,3,5,4,2,4,5,3,3,6,4,4,2,3,1,5,5,4,2,2,1,6,6,7,1,1,5,1,,7,,2,,handi,2,6,,2,300,2,6,1,4,1,0,1382
R_1F4zN2fkwS0jV6y,33,Lackawanna,64,3,3,5,7,5,5,6,6,1,2,2,5,3,6,2,6,5,3,7,4,2,3,3,2,2,6,1,2,2,2,7,6,6,1,6,4,6,5,5,4,3,7,3,5,3,4,1,6,1,7,2,1,2,1,5,1,,7,,4,,retire,2,9,,1,2500,2,3,3,3,0,0,2425
R_1q2lF6gi8erZNXJ,45,Marshall,27,7,6,2,7,7,2,7,7,4,4,4,5,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,1,4,4,4,4,4,3,4,5,1,,7,,6,,private,2,7,,2,42000,3,7,1,4,1,0,467
R_3PAlmPqCAbtgyWP,45,Scurry,24,5,4,5,7,2,4,4,3,2,5,4,6,4,4,4,6,4,3,4,4,4,5,5,4,2,3,5,4,4,4,6,4,4,6,4,2,7,4,4,3,4,2,3,4,4,2,4,2,5,6,3,4,0,1,5,2,,"4,7",,2,,homemaker,6,5,,2,700,3,4,3,3,2,0,754
R_3PnTsMqQDWxsIPL,33,Utica,41,6,7,7,7,7,7,7,6,7,7,6,6,6,7,6,5,6,7,7,7,7,6,7,7,6,7,6,7,6,6,6,6,6,6,6,7,7,6,7,6,6,6,6,7,7,3,3,7,3,6,6,5,3,6,5,1,,7,,8,,other,2,12,,1,10000,1,1,1,1,1,0,558
R_ZfQSu1Mb9Og59Rv,45,Tyler,67,5,4,3,5,6,3,4,5,3,2,3,3,3,3,2,6,5,3,2,2,3,3,3,2,2,5,4,3,2,2,5,5,2,4,5,5,2,5,5,2,3,5,2,5,3,3,4,5,4,3,4,2,1,1,5,1,,7,,4,,retire,2,5,,1,250,2,2,2,3,0,0,7326
R_yr0B4GqWjNufJbb,45,Austin,73,7,6,2,7,4,1,7,6,5,4,4,4,4,4,4,6,4,4,4,4,4,2,4,4,4,4,3,2,4,3,4,4,4,2,4,3,5,4,5,5,4,4,4,4,4,4,2,3,1,7,5,6,2,1,5,1,,7,,6,,retire,2,12,,1,850,1,3,2,2,2,0,1566
R_2uUiKbypta2Q0QM,33,EAST SETAUKET,94,2,3,7,7,2,4,3,4,2,4,2,2,5,2,4,5,2,5,2,6,3,4,4,7,3,3,4,2,2,4,4,4,5,4,4,5,6,5,4,4,3,4,4,4,4,2,3,1,4,4,3,2,1,7,5,1,,7,,6,,retire,5,7,,2,1200,1,5,3,3,0,0,1435
R_3PgBILYpEeguN3T,33,new york,20,7,6,1,2,5,2,7,5,5,6,6,4,6,5,6,6,6,6,2,6,5,5,5,6,6,5,6,5,6,5,5,5,6,4,5,5,5,4,5,5,5,5,5,5,5,3,2,2,2,5,3,6,1,5,5,1,,4,,2,,gov,1,7,,2,250,1,4,1,3,1,0,480
R_8GRYzmdUWlr8hsl,45,San Antonio,29,7,4,3,7,2,3,4,6,2,3,2,2,2,3,2,6,5,3,2,2,2,3,3,2,2,3,2,2,2,2,2,5,6,1,6,6,2,6,5,5,4,1,1,7,4,5,5,1,1,5,6,3,2,3,5,1,,4,,2,,homemaker,6,5,,1,500,1,4,3,3,1,0,2909
R_uysJmAgJ7k4Dv8Z,33,Kenmore,71,5,3,3,5,6,3,5,3,2,2,4,3,4,2,2,2,2,5,2,3,2,3,3,2,2,4,2,2,2,2,3,5,4,1,3,4,3,2,5,5,5,5,5,4,2,2,6,2,6,5,2,1,0,1,5,1,,7,,3,,retire,2,5,,1,500,2,5,1,5,2,0,1422
R_3hucOs3TzJi8tic,45,Holly Lake Ranch,70,6,4,3,5,5,2,5,7,4,6,4,2,4,3,5,6,4,5,3,4,5,3,4,3,2,6,3,3,2,5,3,6,6,3,6,6,4,5,5,5,2,6,2,6,6,6,3,5,2,6,6,5,1,1,5,1,,7,,6,,retire,2,9,,1,3000,3,7,1,3,2,0,1322
R_3GiBNP2ixV6w4FN,45,Houston,37,5,3,3,5,3,2,5,6,2,2,4,3,2,4,3,5,3,3,2,2,2,3,2,2,2,5,6,2,2,2,5,4,3,4,6,4,2,6,6,4,2,6,2,6,5,4,2,5,2,7,3,5,2,2,5,1,,7,,8,,private,2,13,,1,4500,1,4,3,2,2,5,1074
R_TuTpE2MO4iHfP6V,45,Dallas,45,6,4,2,7,1,3,5,4,3,2,3,3,4,2,3,6,2,4,3,4,3,3,4,3,3,4,4,2,2,4,3,4,3,3,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,5,5,1,,7,,8,,private,1,7,,2,2000,2,1,2,4,2,0,1212
R_vBlLbrLx3AAGy9b,45,Waco,64,6,4,2,7,3,3,5,6,4,2,6,3,2,4,2,6,2,2,2,2,3,5,1,2,2,6,6,1,1,3,4,6,5,2,6,4,2,6,4,4,4,4,4,4,4,4,3,2,4,5,6,6,1,1,5,1,,7,,4,,retire,2,9,,2,4400,1,2,3,4,2,0,974
R_XHe0xbGAepMwIut,45,Mansfield,63,4,4,2,6,6,1,6,6,2,2,6,3,3,4,1,6,6,3,2,2,6,5,2,2,2,3,2,1,2,2,2,6,6,5,6,6,3,6,6,3,1,4,1,6,3,4,1,6,1,6,6,6,1,1,5,1,,7,,4,,private,2,10,,1,5000,2,2,3,3,2,0,826
R_1IuEuahjRmCAbrA,45,Dallas,30,5,6,7,4,6,2,6,5,5,5,2,3,2,2,5,4,2,6,2,6,4,4,5,6,4,4,3,2,6,3,5,3,4,6,3,6,6,2,6,5,2,3,7,6,2,6,2,5,2,7,6,7,3,2,5,1,,7,,8,,private,2,10,,2,1500,1,6,2,3,2,1,760
R_0MQDrJJ3ELLD3t7,33,north tonawanda,35,3,4,3,5,4,6,5,6,3,3,4,2,4,2,4,4,3,4,4,5,4,2,4,5,3,2,4,2,3,2,3,5,4,4,4,3,4,4,4,5,4,4,4,5,5,4,3,4,4,5,5,4,3,5,5,1,,7,,8,,private,2,12,,1,5000,1,4,1,2,1,0,1260
R_3ey44VLQaC04SkR,45,Cleburne,63,4,3,2,7,2,2,1,7,3,3,6,3,4,4,4,4,2,5,2,2,2,3,3,2,2,3,3,2,3,2,5,5,7,1,5,7,2,4,1,6,6,4,5,1,1,3,5,2,3,4,6,5,0,1,5,1,,7,,2,,handi,2,5,,1,1750,3,1,2,5,2,0,2579
R_1MRnzO4YaK8bmmH,45,Houston,63,5,5,3,5,6,2,6,3,3,4,5,4,5,2,4,5,4,4,4,4,4,3,2,5,3,4,4,2,3,4,4,6,5,2,5,4,4,4,4,4,4,4,4,4,4,4,4,5,3,6,4,4,0,7,5,1,,9,,5,,unemploy,1,1,,1,100,1,4,3,4,0,0,2468
R_3JEE1XyARIbLNZA,45,Fort Worth,50,7,5,1,7,7,2,7,7,7,6,2,2,7,1,6,6,1,6,5,2,5,2,2,6,6,6,4,2,6,7,6,2,2,1,6,2,6,6,6,6,2,7,2,6,6,7,2,7,2,6,6,2,3,2,5,1,,7,,8,,private,2,12,,1,10000,2,6,1,2,1,1,1998
R_2dpatuD4pShE9sV,33,Selkirk ,52,5,7,3,7,5,4,4,5,3,3,3,3,3,4,3,4,3,2,2,4,2,2,4,4,3,3,2,3,4,4,4,3,5,3,4,4,4,5,3,4,3,5,4,5,5,4,3,5,3,4,5,4,2,6,5,1,,7,,2,,gov,3,6,,2,3000,3,4,3,3,1,0,560
R_1NgFevXRXb44nLa,45,North Richland Hills,69,7,6,2,7,7,2,7,7,3,2,6,6,4,4,6,6,2,4,2,5,1,2,1,3,3,5,7,1,2,2,6,2,6,2,6,6,6,6,5,6,2,6,2,6,2,6,2,7,2,6,6,5,0,2,5,1,,7,,6,,retire,2,8,,1,3000,2,3,2,2,2,0,1994
R_2EbqKHrSyKNrhV0,33,New York,56,2,3,2,4,6,6,3,6,6,5,5,7,6,7,7,5,3,6,4,4,7,5,7,3,6,5,6,4,7,5,6,7,5,6,7,6,4,6,5,6,3,6,5,5,4,7,6,5,5,7,6,6,2,6,5,1,,7,,8,,self,2,13,,1,200,1,1,1,2,4,2,534
R_3oH2MakBa2hShKT,45,HOUSTON,39,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,4,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,5,4,5,5,7,7,7,7,7,7,7,5,5,5,2,4,5,5,1,,7,,6,,private,2,12,,1,100000,1,4,1,3,1,0,1582
R_2sZT6xpzkeMkFWW,33,SCHENECTADY,38,6,6,2,6,2,2,2,3,5,7,1,1,7,1,7,2,1,7,2,6,1,3,2,6,5,3,1,1,2,6,6,1,5,6,1,1,7,6,7,6,2,3,2,6,2,6,1,2,3,5,5,5,2,2,5,1,,7,,8,,private,2,10,,1,2500,1,4,2,3,2,1,864
R_3mZT1HOv7fDFME1,33,Selden,27,3,6,6,4,3,5,3,5,3,5,6,5,6,7,4,4,6,5,5,4,5,5,6,3,5,6,3,4,4,4,6,2,7,3,6,3,6,6,6,5,3,5,3,6,5,6,2,5,1,6,2,3,2,5,5,1,,2,,6,,private,1,9,,2,1900,1,5,1,3,0,0,748
R_3PWTe3LGy8r7E5P,45,Wimberley,76,4,3,3,5,5,2,5,4,2,5,4,3,5,2,2,5,6,4,6,3,5,4,3,2,2,5,4,2,2,2,3,6,3,3,4,5,2,5,4,4,3,4,4,5,4,4,3,5,3,5,4,4,2,1,5,1,,7,,5,,self,3,7,,1,300,3,5,3,3,2,0,1151
R_2tyVjH41n6DJ0WQ,33,Broookln,71,6,4,6,7,5,2,3,3,3,3,3,3,3,3,3,7,1,7,6,7,1,3,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,4,1,1,7,1,1,1,1,5,1,3,1,2,1,1,5,7,5,2,,3,,2,,retire,5,2,,2,15000,2,3,1,3,0,0,2448
R_xsTSZuW5aXKg8ud,45,Dallas ,34,6,6,3,6,2,3,5,2,6,6,4,4,5,4,4,6,4,5,3,3,5,4,2,5,2,3,6,4,5,2,5,5,3,5,4,3,3,5,3,3,5,3,3,3,3,3,2,4,5,5,3,6,1,3,5,1,,7,,6,,self,2,9,,1,400,1,6,1,3,2,2,667
R_zbQO3vIfYjrVqgx,45,Houston,53,7,4,1,7,6,1,7,6,1,2,6,6,2,6,4,6,4,4,4,4,1,4,3,1,2,4,4,2,1,4,4,6,5,4,6,7,4,4,4,4,4,4,4,4,4,1,1,3,1,7,5,7,1,1,5,1,,4,,4,,retire,1,5,,1,1275,2,1,2,5,0,0,846
R_yWIWrklkNTWAae5,33,Penfield,42,6,5,2,7,4,2,6,5,5,3,5,4,5,2,5,3,2,4,2,4,2,3,5,4,3,5,3,5,3,5,6,5,5,5,4,6,5,4,6,4,2,4,6,5,3,5,5,3,2,6,2,2,1,2,5,1,,7,,2,,private,1,7,,1,1150,2,2,2,3,2,0,1194
R_2tuooCMUqNI5eqq,45,Houston ,34,6,4,1,5,2,2,7,6,2,2,3,4,3,4,4,3,3,4,2,3,2,5,3,2,1,5,3,2,4,2,4,4,5,2,4,4,1,4,4,4,4,4,4,4,4,2,1,1,4,5,4,4,0,1,5,1,,7,,5,,unemploy,1,2,,2,1000,2,6,3,5,1,0,836
R_3EZmVcPYVp9UQZN,33,New York,39,4,4,2,6,3,3,5,2,5,7,4,2,6,1,6,4,3,7,5,7,1,3,5,6,6,7,4,6,6,6,4,3,5,4,5,5,5,4,6,4,6,6,6,7,6,6,2,7,2,7,6,7,4,6,5,1,,7,,8,,self,2,13,,1,500,1,4,3,2,1,1,597
R_24bBlMED7JbUjEa,33,New York,30,6,4,2,6,4,5,6,5,3,5,4,6,5,4,5,5,3,5,4,5,4,4,6,5,4,4,5,4,4,5,5,4,6,5,4,3,4,4,5,6,5,6,6,5,5,5,4,5,4,6,3,4,2,4,5,1,,7,,8,,gov,2,11,,1,5000,1,4,1,1,2,1,1961
R_1rAEbjZ0xPYsoBl,33,FALLSBURG,61,6,6,2,7,5,2,6,5,5,5,2,2,5,3,5,5,3,4,2,5,3,4,2,5,5,3,5,3,1,2,6,5,5,3,5,2,5,7,6,5,2,6,2,6,6,6,2,6,1,6,2,5,3,2,5,1,,4,,8,,private,2,10,,1,5000,2,3,2,3,1,1,1831
R_2fxPpMLO2Z7ahSl,33,loudonovill,40,6,5,2,6,4,2,6,6,5,6,2,3,5,2,6,4,4,5,3,5,2,2,4,5,5,3,4,3,2,5,5,2,2,6,2,2,2,5,5,5,3,5,5,5,5,6,3,3,3,6,5,5,4,2,5,1,,7,,6,,private,2,13,,1,50000,1,4,3,2,1,2,2575
R_cAWPWGKLOnHfsjf,33,Olean,40,5,6,2,6,2,2,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,2,2,2,6,4,6,5,2,5,1,,7,,6,,private,2,12,,1,5000,1,4,1,2,1,1,1151
R_2xy1zLS2GalOnAL,45,Dallas,40,3,1,3,7,5,2,4,3,6,3,5,7,2,5,3,2,4,5,2,3,5,5,6,4,2,6,5,5,6,4,4,6,3,5,6,4,4,3,6,5,2,6,3,5,2,3,1,3,3,7,5,4,1,2,5,1,,"4,7",,8,,private,2,13,175000,1,6000,2,1,3,3,2,0,621
R_3QSQCoFxAmYsjnE,33,New York,35,6,6,2,6,6,2,6,6,5,4,4,6,6,2,3,2,2,3,6,6,2,2,2,3,5,2,5,1,5,4,5,6,6,1,6,6,4,6,6,5,2,7,2,7,6,7,1,7,1,7,1,6,4,4,5,1,,7,,11,,self,2,12,,1,1500,1,7,1,1,2,2,934
R_2w6K9Bp8Q2B0Bw9,33,New York,28,7,4,1,7,3,2,6,4,3,4,6,6,2,2,3,6,4,5,3,5,5,4,3,3,5,3,4,2,2,3,4,3,5,5,5,5,5,4,2,3,1,4,3,3,3,4,3,3,3,5,4,4,1,4,5,1,,7,,8,,private,2,11,,1,1000,1,3,1,3,1,1,807
R_2Cf7Wpz5Ny3rKLo,45,EL paso,33,7,4,4,4,4,4,4,6,7,3,2,3,7,2,2,2,4,7,2,3,2,2,3,6,5,2,4,3,6,3,6,5,7,2,2,2,2,7,7,7,4,2,2,7,7,7,1,5,1,7,7,7,5,5,5,1,,7,,8,,other,2,10,,1,60000,1,3,3,3,1,1,2271
R_25MkJZNmT1eXjp8,45,Austin,19,5,6,2,7,3,2,6,4,5,6,5,3,6,3,3,6,3,5,3,5,3,4,3,4,5,5,4,3,3,4,5,3,6,1,5,2,5,6,5,6,2,4,4,4,3,7,3,4,2,6,3,4,2,4,5,1,,2,,4,,student,1,8,,2,7500,1,4,3,3,0,0,1316
R_OdujKhvDrpK9LwZ,33,oystr bay,35,6,6,2,6,6,1,6,4,5,6,7,6,5,6,5,4,4,4,6,4,5,5,5,5,2,4,3,1,6,3,6,5,4,6,3,3,5,6,5,7,6,3,7,3,5,4,2,5,2,5,5,4,4,3,5,1,,7,,8,,private,2,11,,1,200,1,6,2,2,1,0,850
R_1C7wqre3FlVaCtc,45,Houston,44,6,6,1,7,5,5,6,6,4,2,3,3,5,2,2,6,6,6,4,4,2,4,5,7,5,5,6,1,5,6,5,6,6,6,6,2,6,6,6,5,4,6,6,7,6,5,3,6,5,6,5,6,2,3,5,1,,7,,8,,private,2,13,,1,1000,2,1,1,2,1,2,2022
R_SPpG4gDPsWIljjP,33,Newyork,20,3,6,2,7,7,3,5,5,6,6,6,7,7,2,4,4,7,3,2,7,4,1,1,4,3,1,1,6,3,7,2,2,4,7,1,1,7,5,3,4,1,5,2,7,5,5,3,4,1,5,4,7,1,6,5,1,,3,,6,,private,1,2,,3,100,1,4,1,3,1,0,994
R_9MorJ1OigwGRCIV,33,newyork,36,4,5,3,4,5,2,6,5,4,4,4,5,6,5,5,4,3,5,3,6,4,2,4,4,4,2,2,3,5,4,5,3,4,4,4,4,3,1,5,5,1,2,2,5,2,5,2,4,2,5,6,5,4,5,5,1,,7,,8,,private,2,9,,1,3500,1,5,1,3,1,2,1599
R_wMB9exZ1GR48fQZ,45,Killeen,42,5,2,2,2,1,3,5,7,7,3,4,1,4,3,1,7,3,2,1,7,5,5,1,4,2,5,3,1,1,3,7,1,5,2,3,7,5,7,4,5,1,1,1,7,1,4,1,3,4,7,5,3,0,1,5,1,,"1,4",,2,,private,2,10,,2,600,2,4,3,3,3,0,4338
R_24x5LR6gcUg3omz,45,Austin,33,6,5,2,7,5,2,6,6,5,6,5,5,5,2,6,5,5,5,5,5,3,3,5,6,5,5,5,2,4,5,5,4,4,4,2,5,2,6,5,5,2,6,2,6,6,5,2,5,2,5,6,5,4,2,5,1,,7,,8,,self,2,12,,1,10000,2,1,1,2,1,1,1187
R_2sWSUujHulBjzCF,33,New York city,35,5,4,5,4,3,4,4,4,4,4,5,5,4,3,4,4,4,4,4,4,4,4,5,6,5,4,4,3,4,6,4,6,5,3,4,4,4,6,5,5,3,6,5,6,4,5,3,6,3,6,3,3,3,3,5,1,,7,,8,,self,2,10,,1,1000,2,5,1,3,1,0,1248
R_31cToTExRh5S3g7,33,New York,40,6,6,1,7,6,2,7,6,3,5,2,2,6,1,6,3,2,6,3,3,4,3,3,6,5,3,2,3,4,6,5,2,5,3,3,2,4,6,6,5,2,5,2,6,6,6,2,6,2,6,6,6,1,2,5,1,,7,,8,,private,2,13,180000,1,5000,1,4,3,2,2,1,5630
R_3khrCG52w8oB3Li,33,Buffalo,49,6,3,3,5,6,4,6,4,2,5,6,5,5,4,4,5,6,5,4,3,2,5,4,3,2,4,3,3,3,5,3,6,3,4,4,5,5,5,4,4,2,4,4,6,4,4,2,4,2,6,4,4,0,1,5,1,,7,,4,,private,1,1,,2,300,1,6,1,4,1,0,2963
