time,sub,lang,state,city,sdacown,sdacee,sdacee2x,sdacnotnec,sdacwant,sdacss,sdacnotworth,sdacqol,sdacnotbad,siwastee,sidivest,sirenslow,sirenair,siglobal,siccdrastic,sisoc,sicccit,siccgov,siccrich,siccind,sicclux,sieeworth,siwestcut,siev,sisolar,sisolarenv,sifoodwaste,simeat,sidevair,siairpol,sinewbldg,sirenter,siweststd,sirichstd,sisuccess,sicomfort,sisaving,siwaste,dacown,dacee,dacee2x,dacnotnec,dacss,dacnotworth,dacqol,dacnotbad,pacee2x,pacnotnec,pacss,pacnotworth,pacqol,pacnotbad,bacvsother,bpayeeac,bpubtrans,age,gender,edu,employ,marital,caste,income,incometext,home,monthlyexp,n4wheel,n2wheel
799,R_3QRWS6yZsU2fooc,EN,32,New Delhi ,5,2,3,4,6,5,3,5,4,3,4,5,2,5,4,5,7,4,5,4,4,2,3,4,2,4,6,5,1,4,2,5,7,6,4,4,5,4,6,5,5,4,3,4,5,5,6,6,5,2,3,1,5,2,5,18,2,6,student,1,general,1,,3,100000,1,0
1340,R_25Ej9aSwweP5PW2,EN,32,NEW DELHI,4,6,5,4,4,7,3,6,3,7,5,5,6,3,5,4,2,6,3,6,5,2,6,5,5,5,3,5,3,5,3,5,7,7,7,6,3,4,6,6,5,4,6,1,5,4,6,4,3,3,5,1,3,1,4,26,1,8,private,1,general,6,,1,32000,2,2
1015,R_beomIohvQJ206T7,EN,14,Mumbai,3,6,5,6,6,6,4,3,4,7,6,4,7,2,7,3,2,7,3,7,4,3,5,6,6,4,2,2,4,7,6,3,7,7,7,2,3,6,5,5,6,4,6,3,5,2,5,6,6,3,6,3,3,5,7,20,1,4,student,1,noans,4,,1,10000,0,0
737,R_1ewqPX58YJPUAg3,EN,32,delhi,4,5,6,2,6,7,2,4,1,2,2,4,3,3,6,3,5,7,2,7,4,2,5,3,6,2,4,2,5,3,5,4,5,6,3,2,2,5,7,6,5,4,7,4,6,5,7,7,1,7,1,1,1,5,7,27,1,7,private,1,general,5,,1,37000,1,1
1092,R_31Mm0tYARb7uFys,EN,32,New delhi,5,4,7,6,4,7,5,4,5,4,5,4,5,2,4,3,4,6,4,5,4,3,5,6,4,3,2,3,2,4,3,3,3,5,4,5,4,3,2,5,5,3,2,1,4,3,6,4,5,5,4,2,4,1,5,35,2,5,self,2,general,5,,1,6000,0,1
941,R_1ig8auXjZbA94NL,EN,14,Pune,4,2,6,6,5,6,6,2,1,2,3,3,4,2,6,7,2,3,2,1,3,4,5,3,2,2,6,3,4,3,4,2,7,7,2,4,3,2,6,4,4,2,6,4,5,2,6,7,4,7,2,1,1,0,7,18,2,4,student,1,sc,2,,2,10000,0,0
622,R_vUiWsCKjE2nOHrr,EN,14,Mumbai,7,5,6,2,7,5,3,5,4,3,5,6,6,7,6,6,5,7,1,3,3,7,5,3,6,7,4,6,7,1,6,7,7,7,2,5,5,2,7,7,7,7,6,7,6,7,7,3,7,5,2,7,7,3,7,29,2,8,private,2,general,6,,2,25000,1,1
1080,R_10Z4Osy1uQkd0cZ,EN,14,Mumbai,3,3,4,4,5,6,4,4,5,3,5,5,5,5,4,5,6,5,5,6,3,4,6,4,3,4,5,2,2,4,5,3,5,6,3,5,3,2,6,5,5,4,4,4,3,4,6,7,3,7,1,1,1,2,7,19,1,6,student,1,general,5,,1,5000,0,1
1653,R_2D7CkjFbZ6ilxoc,HI,14,Mumbai,5,4,4,3,5,5,4,5,5,3,4,3,5,3,4,3,2,4,3,4,5,4,3,5,4,4,3,4,3,3,4,4,6,5,3,4,3,4,5,5,5,4,5,3,4,4,5,4,5,3,6,4,5,2,6,20,1,4,student,1,general,3,,2,3000,0,0
640,R_302aSpqjUQaBmTh,HI,14,Chandrapur,2,2,2,3,7,2,5,3,2,6,3,4,6,5,5,5,2,5,4,2,2,2,2,6,5,6,2,3,4,6,4,3,2,6,2,1,4,3,6,4,4,4,4,4,4,4,2,1,5,6,6,5,1,0,4,22,1,4,student,1,noans,3,,1,3000,1,2
1293,R_WBYT12FxhNfl0Hv,EN,32,Delhi,6,5,4,4,6,5,4,5,3,6,4,5,6,3,6,5,5,6,5,6,4,5,5,4,6,4,2,3,4,5,5,5,5,5,5,5,4,3,6,5,5,5,5,6,5,3,5,5,6,5,6,3,5,3,5,39,2,8,self,2,obc,4,,1,50000,1,1
1582,R_3Ic1wAcBp4MsC2y,EN,32,New Delhi,7,5,5,2,7,1,2,7,7,3,3,5,3,3,2,6,4,6,3,4,4,5,4,2,2,5,6,4,4,2,4,3,6,6,2,6,4,4,7,6,6,1,2,2,7,4,7,2,2,2,1,3,3,2,7,42,1,9,self,2,general,7,,1,45000,3,2
767,R_211dbfppj91ZaVL,EN,14,Mumbai,4,2,5,2,7,7,5,5,6,6,4,3,5,2,4,3,5,6,3,4,6,4,4,4,4,3,4,6,4,4,4,4,4,6,5,6,4,4,4,4,5,6,5,6,4,4,5,5,3,3,3,3,3,3,4,23,2,7,private,2,general,5,,1,4000,0,1
1227,R_1dagrIhG8aZYQdy,EN,14,Mumbai,6,2,2,2,6,5,4,6,6,6,4,2,3,6,4,4,5,6,6,4,4,5,3,6,3,5,6,2,2,3,5,2,5,6,2,5,5,3,6,5,5,2,3,2,6,4,6,2,2,2,6,3,6,1,5,43,1,5,private,2,general,6,,1,7000,0,1
664,R_4IqcrMHlpe8fSeJ,EN,32,delhi,5,3,5,4,6,6,5,4,6,4,6,4,7,6,4,5,5,6,5,3,4,5,5,5,2,4,4,6,5,2,6,4,5,3,4,5,6,5,5,3,6,5,3,2,5,5,4,4,5,3,6,4,6,2,5,49,1,8,private,2,obc,6,,1,20000,1,1
1312,R_3snwvXXKthVeCUK,EN,14,Pune,2,2,2,5,2,2,6,2,2,2,6,2,2,3,3,2,2,7,1,2,4,4,5,2,5,6,2,3,1,3,5,2,3,5,4,3,3,3,5,5,5,4,2,3,5,5,2,4,5,6,3,2,1,1,4,32,1,7,private,2,none,6,,1,30000,1,1
512,R_125feJM7MPFEZZG,EN,14,aurangabad,4,3,4,6,2,2,2,5,5,3,5,4,4,4,3,3,3,5,4,5,4,6,4,6,5,6,5,4,3,4,5,5,5,5,5,4,4,4,3,2,5,4,6,5,3,5,5,4,4,4,2,7,5,2,5,20,1,6,student,1,obc,3,,2,2000,1,1
1125,R_SH9gQa0uVJibSWB,EN,14,Pune,3,2,3,4,4,5,5,4,4,3,3,2,3,5,3,2,2,4,2,3,5,2,6,2,3,3,2,4,2,2,3,3,3,6,2,3,2,2,4,3,4,3,4,3,3,3,5,4,2,5,4,4,3,1,5,60,1,8,self,2,general,5,,1,25000,1,2
572,R_1rOl5qORxytkokp,EN,14,Mumbai,6,6,6,2,7,6,2,6,3,5,4,3,4,4,5,4,3,4,4,5,4,4,4,4,4,4,4,4,3,6,4,4,4,6,2,4,4,4,6,3,6,6,6,6,6,6,6,7,5,6,6,5,4,3,5,21,1,7,self,1,obc,4,,2,30000,1,1
1040,R_1j9fT1wBbioBPb2,EN,14,Pune,3,3,3,5,4,6,4,3,5,4,4,4,3,3,4,4,4,5,4,4,4,5,4,3,4,4,4,3,4,3,4,4,4,5,3,5,5,4,5,6,4,5,4,5,4,4,5,6,6,6,2,2,2,3,3,59,1,9,private,2,general,7,,2,75000,1,1
1112,R_2vk5jI8LyhzTeB8,EN,14,Pune,3,4,2,5,6,6,4,4,2,6,5,3,5,3,4,4,2,5,1,3,2,4,2,3,5,2,1,3,2,4,5,2,6,6,2,2,5,7,5,4,3,4,6,4,6,2,3,6,6,4,3,6,2,1,3,22,2,7,private,1,general,6,,1,10000,1,1
542,R_12LtyOmSSE5Lj42,HI,14,Aurangabad,5,3,3,6,4,1,2,3,5,4,4,5,5,3,3,5,4,3,3,5,4,3,3,4,3,3,3,3,4,4,4,3,5,6,3,4,3,4,2,2,4,3,3,2,2,2,5,4,5,6,7,5,6,2,6,26,2,9,self,2,sc,4,,1,50000,1,2
573,R_210wSCsljDMkfUY,EN,14,Mumbai,3,3,5,3,3,4,4,4,2,2,2,2,3,4,5,4,3,3,2,5,3,6,2,3,5,3,4,4,3,3,4,4,3,2,2,3,2,2,3,2,1,4,2,5,3,3,7,5,5,5,4,7,7,2,6,39,1,7,self,2,obc,6,,1,15000,2,2
789,R_vPT1fBWraGZJEYx,EN,32,New Delhi,5,7,6,6,6,6,7,7,6,6,7,6,6,7,6,6,6,6,6,7,6,5,6,6,6,6,5,6,6,7,6,6,5,6,5,7,6,5,6,6,5,6,6,5,5,6,5,6,7,6,6,7,6,4,6,38,2,8,housewife,2,general,6,,1,20000,1,2
1374,R_AnEX2E3gi5EfBsJ,EN,32,Delhi,6,3,4,3,2,2,2,5,1,1,5,6,5,1,5,2,1,6,2,2,4,2,2,5,2,2,1,1,6,2,5,5,5,5,2,2,1,1,6,6,5,3,6,2,6,2,5,3,6,2,6,2,2,3,5,30,2,8,self,2,obc,6,,1,30000,1,0
2196,R_UhciPuY4zHFl8Fr,EN,14,Sangli ,5,4,3,6,6,4,4,2,3,5,5,5,5,2,5,3,2,6,6,5,5,3,5,4,4,3,3,4,4,3,5,5,4,4,5,4,2,6,6,6,5,5,6,4,6,3,3,5,3,4,4,2,1,1,6,23,2,9,unemploy,1,obc,1,,1,2500,1,2
685,R_1rJIDMNeEjjNtEO,EN,32,delhi,6,6,7,3,7,7,3,7,4,7,7,7,7,3,6,7,3,6,7,3,7,3,6,7,7,3,3,7,6,7,6,3,7,7,3,7,3,3,6,7,6,3,7,3,7,2,7,4,7,4,7,4,4,3,7,38,2,9,self,2,obc,6,,1,70000,1,1
548,R_31LSZApfhrgkQfq,HI,14,Mumbai,5,5,6,1,6,5,1,7,7,5,4,5,4,4,6,5,5,6,4,6,4,4,5,3,5,6,2,6,6,6,5,2,5,5,3,5,5,4,3,4,5,4,4,3,6,4,3,4,2,2,3,4,3,4,4,23,1,9,self,1,general,5,,1,20000,3,2
593,R_7UlChihGuoJSF4R,EN,32,New delhi,4,7,5,3,5,5,4,6,6,6,4,7,5,5,4,5,3,4,6,4,6,6,4,6,6,3,6,4,3,7,5,5,4,6,5,6,4,5,7,6,5,7,7,5,7,7,5,1,4,1,7,5,2,2,7,20,2,7,student,1,general,6,,1,20000,1,1
1449,R_5uu8MKW5lBAdGjT,EN,14,Kolhapur,2,3,6,4,6,6,4,5,3,6,5,6,6,2,6,4,2,6,2,4,6,5,4,6,2,4,1,3,5,6,5,3,4,6,2,6,2,2,5,5,6,3,5,3,5,5,6,5,2,5,3,3,2,3,6,19,1,5,student,1,general,4,,1,8000,0,1
1907,R_3kHvNtRIy5mXLMB,EN,32,Delhi,7,7,7,6,6,7,6,7,7,7,7,6,7,7,7,7,6,6,7,6,7,7,6,7,6,7,6,7,7,7,6,7,6,6,7,6,7,6,6,7,6,7,7,7,7,6,7,7,6,6,7,7,7,2,7,40,1,8,private,2,obc,6,,1,20000,1,1
2046,R_2ARqsM2ff9tsNAY,EN,14,Pune,5,4,3,2,4,3,3,4,4,2,3,5,4,5,4,4,2,5,3,3,3,3,3,3,3,5,3,3,4,4,4,4,6,5,3,4,4,3,6,5,5,3,5,3,3,5,5,3,3,5,2,4,5,3,5,18,1,5,student,2,other,5,,1,15000,1,3
826,R_ZaCj7WsjrnAxQ4h,EN,14,Thane,7,7,5,4,7,7,2,7,5,6,7,4,3,5,3,6,2,4,2,4,6,4,5,7,6,6,6,2,2,2,6,6,3,6,7,6,6,3,7,5,5,3,2,2,7,3,7,1,6,2,6,5,5,4,3,29,1,9,self,2,general,6,,1,45000,2,1
2272,R_2q7Pw5LsDucgE5S,EN,14,Mumbai,4,5,4,2,4,5,4,5,5,2,5,5,2,2,3,6,6,2,6,2,5,6,2,2,5,2,3,5,2,2,2,2,6,6,2,6,6,2,3,4,4,3,3,3,6,5,5,6,2,2,6,5,5,2,7,52,1,7,unemploy,1,general,2,,1,35000,1,1
961,R_2ToR5P803XeZW7M,EN,14,Mumbai,2,2,6,2,6,2,3,6,2,5,3,3,5,2,5,3,4,6,3,5,6,2,3,6,5,4,2,4,6,3,5,4,5,6,2,3,2,6,6,6,6,2,3,2,5,1,6,5,3,2,5,1,2,1,6,29,2,8,student,1,general,5,,2,30000,1,1
881,R_25FODepWUjVHeRr,EN,14,Titwala,4,5,7,6,4,5,5,2,3,4,4,3,6,1,2,4,1,6,2,7,1,2,4,7,2,2,2,6,4,6,6,2,6,6,6,4,2,2,6,6,4,2,5,3,6,2,6,5,2,5,3,4,3,3,7,32,1,7,private,1,general,6,,1,100000,0,1
1340,R_vTc9RL2BlBNZ9Jv,HI,14,Pune,4,6,4,4,6,6,7,6,4,6,4,4,4,4,3,4,2,5,3,4,4,3,4,5,4,2,3,5,4,6,5,4,4,4,5,6,3,3,5,5,4,5,5,5,4,4,5,3,2,3,3,3,5,2,6,23,1,7,self,1,general,6,,1,10000,1,2
675,R_7TB74CxiGphX2Zb,EN,32,Delhi,7,7,6,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,6,7,6,7,7,7,7,7,7,6,6,6,7,7,7,6,7,7,7,6,6,6,7,7,6,7,7,6,6,7,6,7,7,7,2,7,29,2,8,self,2,obc,2,,1,40000,1,1
606,R_1HbNIBgKWwoqWHs,EN,32,New delhi,4,7,7,6,5,5,7,6,7,6,6,4,5,7,5,6,7,6,4,7,5,6,7,6,6,1,5,5,7,5,5,6,7,4,7,4,4,7,7,7,6,2,6,6,7,6,4,3,7,5,6,5,6,5,4,33,2,9,self,2,general,3,,1,50000,0,1
868,R_22S2wYD6tOyeN0y,EN,14,Mumbai,6,5,6,2,6,5,3,5,5,6,3,2,5,2,4,3,2,5,2,5,2,2,4,2,4,2,2,2,2,5,2,2,6,6,2,2,2,2,2,5,5,4,2,3,3,4,6,6,2,4,3,2,2,2,6,18,1,6,other,1,general,4,,2,5000,0,1
800,R_Wwyf0reeMX9fLgt,EN,32,Delhi,7,7,5,3,6,4,2,6,4,6,5,4,6,5,5,6,2,5,6,3,5,2,4,6,6,5,4,6,2,5,6,2,6,5,2,6,4,5,6,4,3,3,6,6,6,3,5,3,5,4,3,7,3,3,5,25,1,9,self,1,obc,3,,1,25000,2,2
1963,R_cu4PDuYVlwcHIrf,EN,32,Bawana ,5,6,6,2,5,3,2,4,5,6,4,1,5,1,1,1,2,7,1,1,2,2,2,5,6,2,1,1,1,2,6,2,3,4,6,2,4,6,3,5,5,5,3,4,3,3,7,7,2,4,3,2,2,3,6,32,2,8,private,2,general,6,,1,30000,1,1
2234,R_12gaFsEuhFrF8Tw,EN,32,Delhi,3,6,5,4,6,6,3,4,4,6,5,5,5,5,5,5,5,2,5,5,5,4,4,5,4,3,5,4,5,3,5,2,5,6,2,5,4,6,6,4,5,5,6,3,5,5,5,3,7,3,6,5,3,2,6,40,1,8,self,2,sc,2,,1,35000,0,1
1212,R_279wvoJb1LirtvB,HI,32,Najafgarh,5,1,2,2,5,5,5,2,2,7,2,4,4,2,5,3,3,6,7,5,2,2,2,2,5,5,5,2,3,3,5,1,7,7,1,1,7,5,5,4,5,4,3,2,5,7,5,3,4,5,5,2,3,4,4,23,2,8,self,1,general,4,,1,20000,2,2
864,R_23fumzt3jRX8J04,EN,14,Nashik,7,7,1,5,3,5,2,4,4,2,4,6,7,7,7,3,7,6,5,5,5,1,7,3,4,5,4,6,2,7,7,4,2,7,1,2,5,7,4,7,2,6,1,5,6,7,5,6,6,4,3,4,5,2,6,20,2,7,student,1,general,2,,1,20000,0,1
647,R_241Saz1H5CpBk07,EN,32,Delhi ,3,5,4,4,7,6,4,5,4,4,5,5,5,4,4,5,5,4,4,4,5,5,4,6,5,5,4,4,4,4,4,4,5,5,4,5,5,2,7,5,4,3,5,4,5,6,5,3,6,4,7,3,5,3,4,32,2,7,self,2,obc,5,,2,20000,0,1
743,R_BPW2E7KL3b3XE2t,EN,14,Mumbai,7,6,7,6,6,5,6,6,4,6,6,5,6,5,6,6,5,5,6,5,5,5,5,6,6,5,5,6,6,6,6,7,5,5,6,6,5,5,6,7,6,6,6,5,6,6,6,6,7,6,7,6,6,2,7,26,1,8,private,1,general,6,,1,20000,1,1
1212,R_3g16irxEcXnfVwV,EN,14,Mumbai,3,3,4,2,6,4,2,3,6,4,4,5,5,5,6,7,4,7,7,6,5,5,5,2,6,4,3,2,5,2,6,2,6,7,7,4,3,4,6,5,5,2,5,2,6,6,5,3,5,3,6,5,3,1,5,38,2,4,housewife,2,general,2,,2,15000,0,1
1698,R_3rG1hBV4Aen8aj1,EN,32,Delhi ,5,5,2,3,3,6,2,6,2,6,5,3,3,2,6,2,1,7,1,2,6,2,5,5,3,3,1,1,4,5,4,5,5,5,3,2,1,1,6,2,6,3,6,2,3,2,6,3,6,5,5,2,2,2,5,30,2,8,self,2,obc,6,,1,30000,1,0
962,R_OHdGUtzyy47pnyN,EN,14,Mumbai,3,5,5,4,6,6,4,5,3,7,2,5,5,2,6,2,2,6,5,6,2,3,6,4,6,6,2,2,2,5,5,5,5,6,7,5,2,5,5,6,6,3,6,5,5,5,5,3,5,5,7,6,5,4,3,39,1,7,private,2,general,6,,1,20000,1,0
588,R_2CBVEpwXFfpIM4x,EN,14,Navi Mumbai,4,2,2,2,6,7,4,7,3,4,3,4,3,3,3,3,3,3,2,4,4,4,1,2,3,4,3,3,3,3,2,4,7,6,4,5,4,3,4,4,5,4,4,4,4,4,5,6,1,5,2,7,2,2,7,20,1,7,student,1,general,2,,3,10000,0,1
536,R_3QVPmMeg0BOkrEL,EN,14,Nashik,4,2,2,3,4,5,4,3,2,3,4,5,4,4,4,3,3,5,4,3,3,3,3,4,4,3,3,3,5,2,3,3,3,5,4,3,3,3,3,4,4,3,5,5,5,4,5,6,3,3,4,6,5,0,5,34,1,7,private,2,general,2,,1,3000,1,4
2156,R_2vicxg9cR7HmGRI,EN,14,Dombivli,3,4,1,2,7,6,3,2,5,4,3,3,4,4,3,5,5,5,2,2,5,5,5,6,2,5,5,3,7,5,4,4,5,3,4,4,3,5,2,4,1,5,3,1,5,2,4,5,1,5,3,3,1,1,6,18,2,4,student,1,general,1,,2,10000,0,1
1109,R_2waaBPpm5Q1HMqX,EN,32,Delhi,2,2,3,3,3,3,3,3,3,3,3,3,4,3,6,5,2,3,3,4,4,2,5,3,6,4,3,3,3,3,6,3,2,4,3,2,1,3,3,2,3,2,3,3,3,2,4,6,4,7,5,6,4,2,5,35,1,8,private,2,general,7,,1,15000,1,0
1529,R_1nZ3mFN1tm9kBkO,EN,14,Pune,2,7,7,6,2,6,2,2,2,3,3,5,3,3,3,2,5,6,5,6,5,4,4,4,3,6,3,3,4,3,2,6,6,5,5,4,5,3,2,2,3,4,6,5,2,2,5,4,5,6,7,5,7,1,5,31,1,8,private,2,general,6,,2,6000,1,2
669,R_1LYHkioIKIkcaYL,EN,32,Delhi,4,2,2,2,6,6,4,6,3,4,4,4,4,4,3,6,3,3,3,3,4,5,5,5,3,3,5,3,3,3,3,3,2,4,4,3,3,5,4,4,5,4,4,4,3,4,3,4,2,2,2,5,2,1,6,27,1,7,private,1,general,3,,1,15000,0,0
1909,R_3fIboD2567aICUm,EN,14,Amravati,3,2,2,2,6,7,2,6,3,2,2,5,2,2,5,5,2,5,4,4,1,2,6,6,4,2,2,3,5,2,5,5,6,4,2,2,2,2,7,5,5,4,2,4,2,6,5,3,3,3,5,1,1,0,5,19,1,5,student,1,obc,6,,1,40000,0,2
76692,R_1rCfF9uawU4rVbk,EN,14,KOLHAPUR,2,3,2,3,3,4,3,3,3,6,6,1,2,2,3,3,4,4,2,6,2,2,6,3,4,3,2,3,2,5,3,2,2,3,3,2,2,5,5,5,4,2,2,3,5,5,3,2,2,2,7,6,5,2,5,53,1,8,retire,2,general,7,"14,50,000",1,25000,1,1
3024,R_2AGQXSpvTuCMXX0,EN,32,New Delhi,4,3,3,4,6,5,3,6,5,5,2,5,3,4,3,6,6,3,4,2,5,4,3,3,3,4,3,5,2,2,2,5,6,6,3,5,3,5,5,5,4,3,6,4,6,4,5,3,4,3,5,3,2,2,7,49,1,9,private,2,general,5,,1,12000,0,0
947,R_2D0LnbUpY4NjHKJ,EN,32,Delhi ,6,6,6,4,7,6,4,6,6,7,6,5,7,1,3,2,1,6,2,6,4,4,4,6,5,6,1,4,4,4,6,4,6,7,2,2,2,4,7,7,6,6,7,5,7,4,7,4,5,4,6,3,4,3,5,35,2,8,self,2,obc,6,,1,15000,1,1
1002,R_33kTlRuq9pZZgpD,EN,32,delhi,4,3,3,2,3,6,3,6,2,5,3,3,5,2,5,2,1,6,1,2,4,2,2,6,2,4,1,2,2,3,4,1,6,6,5,2,2,2,6,3,5,3,6,2,6,2,6,3,6,4,6,2,2,3,5,30,2,8,self,2,obc,6,,1,30000,1,0
562,R_3gZu0ed42u1aucG,EN,14,pune,3,3,4,6,4,4,2,4,2,6,4,4,2,5,4,3,4,4,3,5,2,4,2,4,4,2,4,3,3,4,5,5,2,4,5,6,4,4,4,5,5,4,5,4,1,2,4,4,1,4,1,2,4,3,2,31,2,8,private,2,obc,5,,2,40000,1,1
1107,R_1IbX2swmB6oJWzV,EN,14,Pune,6,3,7,2,5,6,2,6,4,3,5,5,4,3,5,6,2,5,3,4,5,3,5,3,5,1,3,2,4,4,5,4,5,5,3,6,3,5,5,6,6,1,6,2,6,3,5,3,4,4,7,3,3,2,2,23,2,8,private,1,general,6,,1,80000,2,1
525,R_2D1Y1AfzlKbmWbB,EN,32,Delhi,3,2,5,4,6,3,2,3,2,5,6,3,5,3,2,6,5,5,3,2,3,6,5,2,4,6,3,5,5,4,4,5,2,5,4,5,6,4,3,6,5,5,4,5,4,3,3,2,5,5,6,6,5,2,5,27,1,8,self,2,general,5,,1,30000,0,3
727,R_1o7kjBjHAibNwML,EN,32,New Delhi ,4,5,3,3,7,7,2,5,4,5,2,2,5,2,3,5,3,6,2,5,2,3,3,3,2,3,1,2,2,3,4,3,5,5,3,2,5,4,7,5,5,3,5,3,6,6,7,3,7,3,7,5,3,1,6,21,2,7,student,1,general,5,,1,10000,0,2
1013,R_1gFPnMtLHlTDVHC,EN,14,mumbai,4,1,5,2,3,3,6,2,3,1,1,3,2,2,2,2,3,4,4,1,3,2,3,4,2,1,2,1,2,2,2,4,1,4,2,2,1,1,2,2,2,6,6,4,3,4,2,5,6,5,6,3,5,3,6,36,2,8,self,2,none,6,,1,20000,1,2
2220,R_2R8Fr4hO0ajMBP6,HI,32,Delhi,2,4,5,1,5,2,2,3,3,2,5,2,6,2,2,4,1,5,2,2,2,2,2,2,6,2,2,6,1,6,5,2,5,5,3,5,1,3,6,6,2,2,5,1,5,2,3,3,3,3,5,5,5,1,6,28,2,8,private,2,obc,1,,1,15000,0,2
957,R_3s5FZQLeVKJiX8r,EN,32,delhi,5,7,7,3,5,6,5,5,1,7,6,5,6,3,6,7,2,6,7,6,7,6,6,7,7,5,1,1,7,7,5,5,5,7,6,7,4,3,5,7,7,2,6,6,6,6,7,6,7,2,7,1,5,3,6,29,1,9,private,2,sc,6,,2,20000,1,1
560,R_1otGt6FlYNf4ZWQ,EN,32,New delhi,4,6,2,2,2,4,4,5,5,5,6,2,4,4,4,6,3,5,4,3,3,3,5,5,2,4,6,5,6,4,4,2,5,6,3,7,4,4,4,6,5,5,5,6,6,5,5,5,6,4,6,6,5,2,5,25,1,8,gov,1,general,3,,2,15000,1,1
621,R_TngzSPok8zs3gwF,EN,32,New Delhi,4,6,6,5,7,2,3,6,3,3,4,7,2,7,3,3,5,5,2,3,3,6,2,4,5,3,7,2,4,1,4,2,4,6,6,3,6,2,7,2,2,4,6,6,2,7,4,4,5,4,6,4,6,3,2,24,1,6,other,1,obc,3,,2,40000,0,1
1889,R_2xEuM4hidWVAnV4,EN,14,Thane,6,6,5,2,6,2,2,6,3,6,6,2,6,1,6,5,3,7,5,7,4,6,4,6,6,5,2,6,5,7,7,1,6,6,6,3,5,6,6,3,5,3,5,3,6,4,5,4,6,5,5,3,5,2,5,25,1,8,self,2,general,5,,1,50000,1,2
1089,R_3qIFvQ1h66bSI21,EN,14,ichalkaranji,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,4,5,4,5,4,4,4,0,4,20,2,6,student,1,general,1,,1,10000,0,1
762,R_3GpIidmoKeBIXvl,EN,14,Sangamner,4,4,4,2,5,7,2,1,6,3,7,6,7,2,4,6,4,5,5,5,5,1,6,6,5,5,3,2,3,3,6,2,6,7,3,5,2,5,4,5,5,2,5,3,3,6,7,1,7,5,7,6,7,1,6,20,1,5,student,1,obc,3,,1,7000,1,2
996,R_xzlrUTu2njSGlb3,EN,14,mumbai,4,6,6,6,6,6,6,5,7,6,6,3,4,5,5,6,4,5,4,5,5,6,5,5,4,5,3,5,6,4,6,5,5,6,4,6,6,1,3,3,5,6,3,2,3,6,7,7,7,7,7,5,7,4,5,39,2,8,self,2,obc,5,,1,70000,1,1
674,R_1qfimMAjMS5n61q,EN,32,New Delhi,7,7,7,1,7,7,1,7,6,4,4,4,7,1,4,5,2,3,2,7,2,1,2,4,5,1,1,2,4,6,5,7,3,5,2,2,2,6,7,7,7,1,7,1,7,7,7,1,7,1,7,5,7,1,7,40,1,8,self,2,general,6,,1,20000,0,1
2058,R_2VdniGrPKLH4kNz,EN,14,mumbai,4,2,2,2,6,4,3,6,6,3,6,3,2,3,3,6,2,4,2,4,1,3,6,2,6,2,4,2,1,2,2,7,5,2,1,3,5,4,5,5,5,2,1,3,7,4,5,5,3,4,6,5,5,2,3,49,2,7,private,2,general,7,,1,40000,1,0
3522,R_VUSASomcjSH4BhL,EN,14,Mumbai,4,4,3,5,7,5,1,5,5,3,4,2,3,3,4,5,3,4,3,5,2,3,5,2,2,4,3,3,2,4,4,2,3,3,2,3,2,5,5,6,5,4,5,2,5,4,6,5,5,2,5,3,2,2,6,33,1,8,private,2,general,6,,1,35000,1,1
1005,R_2pJes743gay96XZ,EN,14,Mumbai,3,4,4,3,4,5,4,4,2,7,6,2,7,2,2,2,2,7,2,6,3,2,6,6,4,2,4,2,6,5,6,3,7,7,7,4,2,2,5,5,6,3,5,2,6,7,7,7,7,5,6,2,6,1,7,32,2,7,self,2,general,5,,1,7500,1,1
1290,R_3Ed5gUwEYEXEcNo,HI,14,मुंबई,2,4,4,6,4,2,2,2,2,2,4,2,6,2,5,2,2,6,6,6,2,2,2,6,4,2,1,6,2,6,4,2,6,6,7,3,2,2,5,5,5,1,1,1,1,1,7,6,2,4,2,2,2,3,7,35,1,8,self,2,general,6,,1,50000,1,2
529,R_a9IfVgoZCuzYQxj,EN,14,Mumbai,5,1,4,3,5,5,4,4,2,5,4,4,4,4,5,5,5,4,4,3,4,3,4,5,4,5,4,4,4,5,5,3,4,5,3,4,4,4,4,4,5,3,5,5,3,3,5,7,3,5,6,4,4,3,4,41,1,3,self,2,general,2,,1,3000,0,0
507,R_2pYpc5peMNXTqkr,HI,14,Mumbai ,7,7,6,1,6,7,1,6,6,2,6,6,6,1,7,7,7,6,7,2,2,6,6,7,7,6,7,6,6,7,6,6,6,7,7,7,2,1,6,7,7,7,6,7,7,6,7,2,6,6,6,6,2,5,6,39,2,8,self,2,general,3,,1,12700,1,1
877,R_2YWCdl6G1AkjNOJ,EN,14,Mumbai,2,4,4,3,6,6,2,6,2,2,2,2,2,2,3,4,5,3,2,2,3,4,2,2,2,4,4,3,2,3,5,2,7,7,1,3,6,3,6,4,4,2,6,3,6,3,5,1,4,2,7,5,5,1,6,31,2,8,unemploy,2,general,2,,2,30000,0,0
